population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1985,0.24072449057936862,0.338207407376241,0.1711688055853032
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1986,98230.90383439563,112121.06002447005,87031.3278532682
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1986,0.0020951249956479706,0.002389099062572633,0.0018609271621156083
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1986,1.9704006350954053,2.2490214306918492,1.7457498300573508
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1986,31924.425148175407,40424.709618206005,24666.422388151903
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1986,0.0006808871297882305,0.0008649576982891539,0.0005230491026178563
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1986,0.6403677980309358,0.8108738736594008,0.4947804859973991
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1986,3177.086222197038,4171.515166291713,2401.445515267922
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1986,6.775423333060086e-05,8.858788651253218e-05,5.130260901631798e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1986,0.06372874997183836,0.08367586790027301,0.048170276193407885
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,1,Number,1986,3347.4676470995305,6053.915109659788,1653.9515170582004
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,2,Percent,1986,7.138912491241978e-05,0.00012936750892741805,3.54278279398839e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,564,Amphetamine use disorders,3,Rate,1986,0.06714640831286642,0.12143467800110477,0.033176393501607636
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,1,Number,1986,12289.688614338298,16902.571093595856,8649.262895398246
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,2,Percent,1986,0.0002621063151304334,0.00036196724291305543,0.00018446825647464252
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,566,Other drug use disorders,3,Rate,1986,0.2465172293603374,0.3390464254886028,0.17349441404846755
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,1,Number,1987,99011.94304478515,112634.82878098219,88038.45706500438
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,2,Percent,1987,0.0021069128628752954,0.0023958253724133925,0.0018648375780388792
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,560,Alcohol use disorders,3,Rate,1987,1.9512512200434604,2.2197205743035195,1.734994198438583
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,1,Number,1987,33748.21909343243,42350.48552889795,26120.520407506996
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,2,Percent,1987,0.0007181064550075218,0.0008977259834368997,0.0005565841037776714
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,562,Opioid use disorders,3,Rate,1987,0.6650839449799318,0.8346107955917691,0.5147631260025308
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,1,Number,1987,3273.8221505125257,4312.137529088508,2474.6011780288222
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,2,Percent,1987,6.965466071660948e-05,9.16539732272502e-05,5.268079845167683e-05
1,All Population,1,Deaths,1,Global,3,Both,22,All ages,563,Cocaine use disorders,3,Rate,1987,0.06451796893333793,0.08498028981032413,0.048767536715905724
